filepath,PQ
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05560.wav,7.507623944963727
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05561.wav,6.4751209531511575
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05562.wav,8.399968828473773
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05563.wav,6.917669432503837
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05564.wav,7.251318522862026
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05565.wav,7.087812423706055
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05566.wav,7.9481642586844305
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05567.wav,6.175053460257393
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05568.wav,8.04361343383789
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05569.wav,6.604893548148018
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05570.wav,8.274213927132744
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05571.wav,5.320233617510114
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05572.wav,8.127564702715192
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05573.wav,7.154177256992885
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05574.wav,7.819663456508091
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05575.wav,6.243828364780971
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05576.wav,7.8565842764718195
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05577.wav,6.286992345537458
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05578.wav,8.097599574497767
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05579.wav,6.509299959455218
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05580.wav,7.936847550528389
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05581.wav,6.201645306178501
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05582.wav,8.116795676095146
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05583.wav,5.940908704485212
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05584.wav,7.796245983668736
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05585.wav,7.794244629996163
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05586.wav,8.75974518912179
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05587.wav,6.25971930367606
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05588.wav,7.518863677978516
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05589.wav,6.041146005902972
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05590.wav,7.8216688973563055
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05591.wav,7.0263535635811945
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05592.wav,6.915722574506487
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05593.wav,6.1893415451049805
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05594.wav,8.403915677751813
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05595.wav,8.11706474849156
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05596.wav,7.300544466291155
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05597.wav,6.19455201285226
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05598.wav,8.448644365583148
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05599.wav,6.551478930882046
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05600.wav,7.7616391863141745
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05601.wav,6.532853671482632
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05602.wav,7.863378524780273
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05603.wav,8.292976788112096
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05604.wav,7.846181733267647
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05605.wav,5.993820599147251
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05606.wav,8.358845029558454
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05607.wav,7.114259856087822
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05608.wav,8.321483475821358
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05609.wav,6.0813781193324505
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05610.wav,7.791863168988909
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05611.wav,5.253076553344727
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05612.wav,7.733527592250279
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05613.wav,5.026482173374721
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05614.wav,7.974098069327217
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05615.wav,5.152559961591448
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05616.wav,7.989954948425293
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05617.wav,6.142126492091587
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05618.wav,9.599523544311523
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05619.wav,6.707636969430107
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05620.wav,8.616488320486885
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05621.wav,6.858099528721401
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05622.wav,8.950627190726143
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05623.wav,6.639964921133858
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05624.wav,8.42224393572126
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05625.wav,7.280865396772112
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05626.wav,9.628302710396904
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05627.wav,4.978202411106655
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05628.wav,8.011913299560547
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05629.wav,7.0144871303013385
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05630.wav,8.025546073913574
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05631.wav,7.848403794424874
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05632.wav,8.553873470851354
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05633.wav,5.380771500723702
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05634.wav,8.065407616751534
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05635.wav,5.801442691258022
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05636.wav,7.634573663984026
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05637.wav,4.974786213466099
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05638.wav,8.010455540248326
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05639.wav,5.853133882795062
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05640.wav,8.452375275748116
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05641.wav,6.162077358790806
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05642.wav,9.437687737601143
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05643.wav,6.265478815351214
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05644.wav,7.689315932137626
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05645.wav,5.843533788408552
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05646.wav,8.269970076424736
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05647.wav,6.067001479012626
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05648.wav,8.572194235665458
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05649.wav,5.965512820652553
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05650.wav,8.437472752162389
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05651.wav,4.846768379211426
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05652.wav,7.829623903547015
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05653.wav,6.916392871311733
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05654.wav,7.380854742867607
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05655.wav,6.893198830740792
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05656.wav,7.825804437909808
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05657.wav,6.958581379481724
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05658.wav,7.9156405585152765
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05659.wav,6.2467418398175925
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05660.wav,8.259252139500209
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05661.wav,6.721999985831124
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05662.wav,8.035202707563128
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05663.wav,6.742316654750279
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05664.wav,7.262078693934849
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05665.wav,6.327011925833565
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05666.wav,7.587367466517857
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05667.wav,6.600916726248604
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05668.wav,7.660049029758999
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05669.wav,5.636370522635323
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05670.wav,8.843135833740234
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05671.wav,7.473487172807966
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05672.wav,8.703197751726423
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05673.wav,6.754839760916573
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05674.wav,8.79788943699428
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05675.wav,6.872963224138532
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05676.wav,8.086773327418737
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05677.wav,6.4009584699358255
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05678.wav,8.213603837149483
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05679.wav,6.89786161695208
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05680.wav,8.258780751909528
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05681.wav,5.5709845679146905
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05682.wav,8.224570410592216
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05683.wav,7.163001469203404
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05684.wav,8.583886282784599
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05685.wav,6.6576160703386575
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05686.wav,8.061680793762207
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05687.wav,7.240325382777622
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05688.wav,8.788871765136719
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05689.wav,7.31999397277832
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05690.wav,8.076348985944476
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05691.wav,7.113505772181919
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05692.wav,8.400049209594727
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05693.wav,6.39772823878697
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05694.wav,8.020522253853935
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05695.wav,5.901134354727608
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05696.wav,8.16045079912458
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05697.wav,6.881224087306431
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05698.wav,8.586093357631139
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05699.wav,5.732121467590332
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05700.wav,8.087569645472936
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05701.wav,5.594472203935895
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05702.wav,7.732071195329938
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05703.wav,6.052231107439313
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05704.wav,7.942694936479841
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05705.wav,6.4353227615356445
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05706.wav,8.328606741768974
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05707.wav,6.602635383605957
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05708.wav,8.118681226457868
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05709.wav,6.13326004573277
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05710.wav,7.611449105398995
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05711.wav,6.185802050999233
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05712.wav,8.503616877964564
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05713.wav,6.676362582615444
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05714.wav,7.937073707580566
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05715.wav,6.496153559003558
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05716.wav,8.263390404837471
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05717.wav,5.082764625549316
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05718.wav,7.993886811392647
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05719.wav,5.5667284556797565
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05720.wav,7.398751122610909
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05721.wav,6.957283701215472
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05722.wav,8.770242418561663
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05723.wav,6.395245279584612
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05724.wav,7.989345278058733
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05725.wav,6.101164136614118
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05726.wav,7.923499516078404
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05727.wav,5.440272603716169
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05728.wav,8.04403577532087
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05729.wav,7.109983307974678
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05730.wav,8.570758274623326
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05731.wav,6.508033616202217
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05732.wav,8.47024508884975
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05733.wav,6.682938848223005
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05734.wav,8.020845821925572
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05735.wav,6.455021585736956
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05736.wav,8.340155737740654
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05737.wav,6.083433287484306
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05738.wav,8.32592282976423
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05739.wav,6.164840289524624
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05740.wav,7.186512265886579
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05741.wav,5.8054031644548685
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05742.wav,8.300181116376605
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05743.wav,6.965458733694893
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05744.wav,8.047492163521904
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05745.wav,6.967047963823591
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05746.wav,8.862716129847936
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05747.wav,6.060806001935687
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05748.wav,7.997258050101143
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05749.wav,6.905335698808942
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05750.wav,7.8891692842756
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05751.wav,6.791913168770927
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05752.wav,7.929352351597378
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05753.wav,6.749253273010254
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05754.wav,8.319354057312012
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05755.wav,6.1833231789725165
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05756.wav,8.535969597952706
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05757.wav,5.751920427594866
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05758.wav,7.971982955932617
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05759.wav,6.156673431396484
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05760.wav,8.29354899270194
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05761.wav,6.726869174412319
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05762.wav,8.321223940168109
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05763.wav,7.273460796901157
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05764.wav,8.470211710248675
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05765.wav,6.122302327837263
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05766.wav,8.112451689583915
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05767.wav,5.717755726405552
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05768.wav,8.478328159877233
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05769.wav,5.643949508666992
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05770.wav,7.416115488324847
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05771.wav,6.973965508597237
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05772.wav,7.453408922467913
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05773.wav,6.552834510803223
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05774.wav,8.398137773786273
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05775.wav,7.464761052812848
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05776.wav,8.67919649396624
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05777.wav,6.372097560337612
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05778.wav,7.60490962437221
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05779.wav,6.880648476736885
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05780.wav,7.728159087044853
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05781.wav,6.582164083208356
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05782.wav,7.673259462629046
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05783.wav,6.941509928022112
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05784.wav,7.556828090122768
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05785.wav,6.704702377319336
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05786.wav,8.71511731828962
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05787.wav,6.44040584564209
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05788.wav,8.07652541569301
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05789.wav,6.12755298614502
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05790.wav,7.730261257716587
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05791.wav,6.176915168762207
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05792.wav,8.156567301068987
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05793.wav,7.963462557111468
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05794.wav,8.247199739728655
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05795.wav,6.876758166721889
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05796.wav,7.707193919590542
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05797.wav,5.528477941240583
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05798.wav,8.408287593296595
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05799.wav,6.385809353419712
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05800.wav,8.13396862574986
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05801.wav,6.510163715907505
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05802.wav,8.023755209786552
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05803.wav,6.778392110552106
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05804.wav,7.897263254438128
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05805.wav,5.956869806562152
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05806.wav,7.818220683506557
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05807.wav,4.791391917637417
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05808.wav,7.114618846348354
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05809.wav,6.224934032985142
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05810.wav,8.526134490966797
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05811.wav,6.991083962576729
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05812.wav,8.057856559753418
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05813.wav,6.268672943115234
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05814.wav,7.745561599731445
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05815.wav,6.335217612130302
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05816.wav,7.885616166251045
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05817.wav,6.267336436680385
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05818.wav,8.280557904924665
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05819.wav,7.048135484967913
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05820.wav,8.618064607892718
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05821.wav,6.029881068638393
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05822.wav,8.241715431213379
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05823.wav,6.128071376255581
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05824.wav,7.850088391985212
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05825.wav,6.90096242087228
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05826.wav,7.391283171517509
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05827.wav,6.54000963483538
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05828.wav,7.964954376220703
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05829.wav,6.450940540858677
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05830.wav,8.280418259756905
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05831.wav,6.200214794703892
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05832.wav,8.371412413460869
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05833.wav,6.482571874346052
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05834.wav,9.039091382707868
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05835.wav,7.554502487182617
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05836.wav,8.715863909040179
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05837.wav,6.723504066467285
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05838.wav,8.214893341064453
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05839.wav,6.497297968183245
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05840.wav,8.245729037693568
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05841.wav,5.365150315420967
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05842.wav,8.490433011736188
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05843.wav,6.298332895551409
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05844.wav,7.950166974748884
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05845.wav,6.222599574497768
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05846.wav,8.27150889805385
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05847.wav,6.863453728812081
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05848.wav,6.831660270690918
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05849.wav,6.02001394544329
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05850.wav,7.2331503459385456
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05851.wav,6.265278543744769
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05852.wav,8.562111173357282
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05853.wav,6.60820552280971
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05854.wav,8.083473614283971
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05855.wav,7.004565511431013
/home/pixaverse.admin/shashank/datset_download/degraded_samples/sample_ 05856.wav,8.319569315229144
